machine_type,temperature_motor,rpm,operating_mode,hours_since_maintenance,rul_hours,failure_type,estimated_repair_cost,maintenance_ratio
CNC,64.89,3041.4,normal,71.32,12.16,none,0.0,5.419452887537993
CNC,40.37,862.0,idle,71.53,11.94,none,0.0,5.527820710973725
CNC,51.17,2932.7,normal,71.58,11.89,none,0.0,5.553141970519782
CNC,41.27,851.3,idle,72.0,11.48,none,0.0,5.769230769230769
CNC,54.66,3000.7,normal,72.38,11.09,none,0.0,5.986765922249793
CNC,73.93,3864.0,peak,72.87,10.61,none,0.0,6.276485788113696
CNC,52.11,2997.5,normal,72.93,10.54,none,0.0,6.319757365684576
CNC,64.2,3043.5,normal,73.38,10.09,none,0.0,6.616771866546438
CNC,65.7,4091.2,peak,73.72,9.76,none,0.0,6.851301115241636
CNC,44.66,892.9,idle,73.75,9.73,none,0.0,6.8732525629077355
CNC,64.57,3007.4,normal,73.97,9.51,none,0.0,7.038058991436727
CNC,50.21,2949.7,normal,74.27,9.21,none,0.0,7.274240940254652
CNC,44.51,856.0,idle,74.47,9.01,none,0.0,7.43956043956044
CNC,45.42,897.0,idle,74.82,8.66,none,0.0,7.745341614906831
CNC,59.47,2912.6,normal,75.22,8.26,none,0.0,8.123110151187905
CNC,56.74,856.0,normal,75.58,7.89,none,0.0,8.501687289088864
CNC,52.51,2997.0,normal,75.73,7.74,none,0.0,8.664759725400458
CNC,46.67,861.1,idle,76.17,7.31,none,0.0,9.16606498194946
CNC,58.13,2926.9,normal,76.47,7.01,none,0.0,9.54681647940075
CNC,57.87,2969.1,normal,76.87,6.61,none,0.0,10.101182654402102
CNC,54.73,2892.7,normal,77.32,6.16,none,0.0,10.798882681564244
CNC,46.51,860.3,idle,77.4,6.08,none,0.0,10.932203389830509
CNC,44.59,861.6,idle,77.67,5.81,none,0.0,11.405286343612335
CNC,62.45,3062.2,normal,77.98,5.49,none,0.0,12.015408320493066
CNC,52.59,2986.2,normal,78.13,5.34,none,0.0,12.323343848580441
CNC,53.06,3041.9,normal,78.27,5.21,none,0.0,12.603864734299517
CNC,59.85,3016.6,normal,78.63,4.84,none,0.0,13.46404109589041
CNC,57.67,3043.3,normal,79.13,4.34,none,0.0,14.818352059925093
CNC,60.16,3854.1,peak,79.2,4.28,none,0.0,15.0
CNC,49.91,904.5,idle,79.55,3.93,none,0.0,16.135902636916835
CNC,60.75,4034.2,peak,79.75,3.73,none,0.0,16.86046511627907
CNC,41.75,901.4,idle,80.05,3.43,none,0.0,18.06997742663657
CNC,62.57,2822.2,normal,80.47,3.01,none,0.0,20.067331670822945
CNC,50.06,2862.9,normal,80.5,2.98,none,0.0,20.22613065326633
CNC,61.74,2999.3,normal,80.53,2.94,none,0.0,20.439086294416246
CNC,45.92,906.2,idle,80.62,2.86,none,0.0,20.886010362694304
CNC,46.98,907.5,idle,80.93,2.54,none,0.0,22.861581920903955
CNC,41.98,856.0,idle,80.97,2.51,none,0.0,23.068376068376068
CNC,46.43,894.2,idle,81.25,2.23,none,0.0,25.154798761609907
CNC,42.35,894.4,idle,81.67,1.81,none,0.0,29.06405693950178
CNC,53.59,2878.2,normal,81.75,1.73,none,0.0,29.945054945054945
CNC,63.64,2810.6,normal,81.78,1.69,none,0.0,30.401486988847584
CNC,40.81,865.9,idle,82.02,1.46,none,0.0,33.34146341463415
CNC,52.55,2899.4,normal,82.12,1.36,none,0.0,34.79661016949152
CNC,43.38,911.9,idle,82.47,1.01,none,0.0,41.02985074626866
CNC,48.65,889.0,idle,82.77,0.71,none,0.0,48.40350877192982
CNC,45.51,903.2,idle,82.85,0.63,none,0.0,50.828220858895705
CNC,41.9,885.6,idle,83.08,0.5,none,0.0,55.38666666666666
CNC,43.85,899.5,idle,83.12,0.5,none,0.0,55.413333333333334
CNC,40.23,856.0,idle,83.37,0.5,none,0.0,55.580000000000005
CNC,61.03,3057.9,normal,83.48,0.5,none,0.0,55.653333333333336
CNC,42.5,866.0,idle,83.78,0.5,none,0.0,55.85333333333333
CNC,46.23,857.5,idle,83.95,0.5,none,0.0,55.96666666666667
CNC,46.97,866.3,idle,84.02,0.5,none,0.0,56.01333333333333
CNC,57.53,2871.3,normal,84.43,0.5,none,0.0,56.28666666666667
CNC,45.66,873.0,idle,84.73,0.5,none,0.0,56.48666666666667
CNC,49.33,874.6,idle,84.78,0.5,none,0.0,56.52
CNC,42.09,895.8,idle,85.22,0.5,none,0.0,56.81333333333333
CNC,47.07,911.5,idle,85.45,0.5,none,0.0,56.96666666666667
CNC,42.88,857.1,idle,85.87,0.5,none,0.0,57.24666666666667
CNC,46.47,910.3,idle,85.95,0.5,none,0.0,57.300000000000004
CNC,40.31,876.5,idle,86.43,0.5,none,0.0,57.620000000000005
CNC,57.2,2830.3,normal,86.57,0.5,none,0.0,57.71333333333333
CNC,40.26,885.6,idle,87.07,0.5,none,0.0,58.04666666666666
CNC,49.02,897.8,idle,87.57,0.5,none,0.0,58.379999999999995
CNC,43.08,914.9,idle,88.0,0.5,none,0.0,58.666666666666664
CNC,60.55,3058.8,normal,88.27,0.5,none,0.0,58.846666666666664
CNC,60.99,2808.1,normal,88.4,0.5,none,0.0,58.93333333333334
CNC,50.06,2981.5,normal,88.53,0.5,none,0.0,59.02
CNC,40.67,857.5,idle,88.58,0.5,none,0.0,59.053333333333335
CNC,56.64,3090.1,normal,88.7,0.5,none,0.0,59.13333333333333
CNC,42.13,900.8,idle,89.07,0.5,none,0.0,59.379999999999995
CNC,50.55,3071.5,normal,89.38,0.5,none,0.0,59.586666666666666
CNC,58.89,4024.6,peak,89.52,0.5,none,0.0,59.68
CNC,41.86,878.5,idle,89.7,0.5,none,0.0,59.800000000000004
CNC,60.7,2891.0,normal,89.85,0.5,none,0.0,59.9
CNC,59.21,2968.2,normal,90.3,0.5,none,0.0,60.199999999999996
CNC,56.65,2866.4,normal,90.43,0.5,none,0.0,60.28666666666667
CNC,46.25,891.9,idle,90.92,0.5,none,0.0,60.61333333333334
CNC,63.16,2816.9,normal,91.42,0.5,none,0.0,60.946666666666665
CNC,61.62,3083.2,normal,91.55,0.5,none,0.0,61.03333333333333
CNC,61.73,2836.2,normal,91.97,0.5,none,0.0,61.31333333333333
CNC,56.66,2939.2,normal,92.18,0.5,none,0.0,61.45333333333334
CNC,42.75,895.3,idle,92.53,0.5,none,0.0,61.68666666666667
CNC,57.6,2966.3,normal,92.87,0.5,none,0.0,61.913333333333334
CNC,64.65,3079.8,normal,93.05,0.5,none,0.0,62.03333333333333
CNC,48.6,856.0,idle,93.08,0.5,none,0.0,62.053333333333335
CNC,52.38,2869.9,normal,93.25,0.5,none,0.0,62.166666666666664
CNC,58.48,2998.4,normal,93.68,0.5,none,0.0,62.45333333333334
CNC,58.73,2863.0,normal,94.05,0.5,none,0.0,62.699999999999996
CNC,60.4,2913.0,normal,94.5,0.5,none,0.0,63.0
CNC,41.21,887.7,idle,94.68,0.5,none,0.0,63.120000000000005
CNC,64.36,2966.9,normal,95.12,0.5,none,0.0,63.413333333333334
CNC,40.7,877.7,idle,95.5,0.5,none,0.0,63.666666666666664
CNC,45.43,860.3,idle,95.57,0.5,none,0.0,63.71333333333333
CNC,46.65,907.0,idle,95.88,0.5,none,0.0,63.919999999999995
CNC,71.15,3961.9,peak,96.25,0.5,none,0.0,64.16666666666667
CNC,57.54,3026.4,normal,96.45,0.5,none,0.0,64.3
CNC,64.25,3047.8,normal,96.88,0.5,none,0.0,64.58666666666666
CNC,45.78,855.2,idle,97.23,0.5,none,0.0,64.82000000000001
CNC,50.06,912.9,idle,97.35,0.5,none,0.0,64.89999999999999
CNC,43.87,890.5,idle,97.82,0.5,none,0.0,65.21333333333332
CNC,47.74,898.9,idle,98.0,0.5,none,0.0,65.33333333333333
CNC,50.88,2803.4,normal,98.25,0.5,none,0.0,65.5
CNC,63.8,3018.6,normal,98.3,0.5,none,0.0,65.53333333333333
CNC,50.34,2848.2,normal,98.62,0.5,none,0.0,65.74666666666667
CNC,59.85,3089.7,normal,98.7,0.5,none,0.0,65.8
CNC,57.49,2813.1,normal,99.2,0.5,none,0.0,66.13333333333334
CNC,54.87,3099.2,normal,99.62,0.5,none,0.0,66.41333333333334
CNC,56.49,2896.9,normal,100.03,0.5,none,0.0,66.68666666666667
CNC,49.4,867.2,idle,100.23,0.5,none,0.0,66.82000000000001
CNC,48.99,859.2,idle,100.45,0.5,none,0.0,66.96666666666667
CNC,64.99,3034.1,normal,100.75,0.5,none,0.0,67.16666666666667
CNC,60.35,2848.0,normal,101.18,0.5,none,0.0,67.45333333333333
CNC,41.8,874.2,idle,101.37,0.5,none,0.0,67.58
CNC,41.19,875.5,idle,101.62,0.5,none,0.0,67.74666666666667
CNC,68.09,3807.8,peak,101.72,0.5,none,0.0,67.81333333333333
CNC,60.24,2891.8,normal,101.97,0.5,none,0.0,67.98
CNC,43.16,855.6,idle,102.45,0.5,none,0.0,68.3
CNC,55.93,2811.8,normal,102.88,0.5,none,0.0,68.58666666666666
CNC,40.83,855.6,idle,103.13,0.5,none,0.0,68.75333333333333
CNC,62.36,2883.5,normal,103.45,0.5,none,0.0,68.96666666666667
CNC,60.59,2826.2,normal,103.7,0.5,none,0.0,69.13333333333334
CNC,59.61,3088.2,normal,103.83,0.5,none,0.0,69.22
CNC,63.54,3046.0,normal,104.08,0.5,none,0.0,69.38666666666667
CNC,40.24,851.6,idle,104.58,0.5,none,0.0,69.72
CNC,49.2,905.5,idle,104.88,0.5,none,0.0,69.92
CNC,41.42,856.0,idle,105.32,0.5,none,0.0,70.21333333333332
CNC,45.0,918.4,idle,105.75,0.5,none,0.0,70.5
CNC,45.34,866.2,idle,105.9,0.5,none,0.0,70.60000000000001
CNC,47.24,905.7,idle,106.38,0.5,none,0.0,70.92
CNC,52.82,2985.2,normal,106.43,0.5,none,0.0,70.95333333333333
CNC,43.36,887.3,idle,106.55,0.5,none,0.0,71.03333333333333
CNC,45.42,861.5,idle,106.58,0.5,none,0.0,71.05333333333333
CNC,50.06,895.2,idle,106.93,0.5,none,0.0,71.28666666666668
CNC,52.19,3087.2,normal,107.0,0.5,none,0.0,71.33333333333333
CNC,45.28,900.8,idle,107.43,0.5,none,0.0,71.62
CNC,45.89,852.3,idle,107.5,0.5,none,0.0,71.66666666666667
CNC,40.75,876.5,idle,107.7,0.5,none,0.0,71.8
CNC,46.56,914.5,idle,107.73,0.5,none,0.0,71.82000000000001
CNC,46.89,866.8,idle,108.03,0.5,none,0.0,72.02
CNC,48.73,871.5,idle,108.1,0.5,none,0.0,72.06666666666666
CNC,40.19,878.3,idle,108.58,0.5,none,0.0,72.38666666666667
CNC,45.27,884.9,idle,108.83,0.5,none,0.0,72.55333333333333
CNC,45.59,873.5,idle,109.13,0.5,none,0.0,72.75333333333333
CNC,40.43,904.8,idle,109.4,0.5,none,0.0,72.93333333333334
CNC,47.81,917.6,idle,109.45,0.5,none,0.0,72.96666666666667
CNC,45.41,888.7,idle,109.62,0.5,none,0.0,73.08
CNC,46.61,856.0,idle,109.88,0.5,none,0.0,73.25333333333333
CNC,46.5,854.1,idle,110.0,0.5,none,0.0,73.33333333333333
CNC,48.47,910.9,idle,110.5,0.5,none,0.0,73.66666666666667
CNC,45.19,892.1,idle,110.98,0.5,none,0.0,73.98666666666666
CNC,66.79,863.8,idle,111.08,0.5,none,0.0,74.05333333333333
CNC,43.19,861.8,idle,111.15,0.5,none,0.0,74.10000000000001
CNC,45.04,910.5,idle,111.52,0.5,none,0.0,74.34666666666666
CNC,51.41,2997.3,normal,111.57,0.5,none,0.0,74.38
CNC,41.12,875.6,idle,111.92,0.5,none,0.0,74.61333333333333
CNC,49.78,850.4,idle,111.95,0.5,none,0.0,74.63333333333334
CNC,50.06,3043.2,normal,112.27,0.5,none,0.0,74.84666666666666
CNC,50.61,3038.0,normal,112.4,0.5,none,0.0,74.93333333333334
CNC,67.87,3983.3,peak,112.5,0.5,none,0.0,75.0
CNC,72.97,3838.4,peak,112.9,0.5,none,0.0,75.26666666666667
CNC,56.18,856.0,normal,113.13,0.5,none,0.0,75.42
CNC,50.06,2803.8,normal,113.2,0.5,none,0.0,75.46666666666667
CNC,66.66,4045.8,peak,113.7,0.5,none,0.0,75.8
CNC,55.29,2814.6,normal,113.77,0.5,none,0.0,75.84666666666666
CNC,53.97,2923.4,normal,113.85,0.5,none,0.0,75.89999999999999
CNC,63.33,2840.3,normal,114.32,0.5,none,0.0,76.21333333333332
CNC,58.9,2902.7,normal,114.42,0.5,none,0.0,76.28
CNC,59.06,3064.9,normal,114.63,0.5,none,0.0,76.42
CNC,64.04,2938.8,normal,114.9,0.5,none,0.0,76.60000000000001
CNC,60.79,2809.0,normal,115.08,0.5,none,0.0,76.72
CNC,63.88,4013.0,peak,115.5,0.5,none,0.0,77.0
CNC,53.53,3014.8,normal,115.7,0.5,none,0.0,77.13333333333334
CNC,60.94,3007.2,normal,115.88,0.5,none,0.0,77.25333333333333
CNC,53.35,2914.3,normal,115.97,0.5,none,0.0,77.31333333333333
CNC,57.78,3063.0,normal,116.02,0.5,none,0.0,77.34666666666666
CNC,40.36,898.8,idle,116.18,0.5,none,0.0,77.45333333333333
CNC,64.64,2805.7,normal,116.5,0.5,none,0.0,77.66666666666667
CNC,47.89,872.1,idle,116.77,0.5,none,0.0,77.84666666666666
CNC,62.28,3059.3,normal,117.07,0.5,none,0.0,78.04666666666667
CNC,41.83,901.3,idle,117.1,0.5,none,0.0,78.06666666666666
CNC,51.11,2921.7,normal,117.6,0.5,none,0.0,78.39999999999999
CNC,40.19,913.8,idle,117.92,0.5,none,0.0,78.61333333333333
CNC,50.06,2971.0,normal,118.05,0.5,none,0.0,78.7
CNC,62.57,2890.5,normal,118.3,0.5,none,0.0,78.86666666666666
CNC,41.87,869.8,idle,118.72,0.5,none,0.0,79.14666666666666
CNC,59.72,2970.9,normal,119.1,0.5,none,0.0,79.39999999999999
CNC,44.18,869.4,idle,119.35,0.5,none,0.0,79.56666666666666
CNC,51.91,2958.1,normal,119.82,0.5,none,0.0,79.88
CNC,50.71,3058.6,normal,120.3,0.5,none,0.0,80.2
CNC,55.62,2835.1,normal,120.5,0.5,none,0.0,80.33333333333333
CNC,43.87,901.8,idle,120.83,0.5,none,0.0,80.55333333333333
CNC,51.08,2817.4,normal,120.87,0.5,none,0.0,80.58
CNC,43.71,890.7,idle,121.18,0.5,none,0.0,80.78666666666668
CNC,69.98,3871.2,peak,121.57,0.5,none,0.0,81.04666666666667
CNC,40.52,864.1,idle,121.85,0.5,none,0.0,81.23333333333333
CNC,62.39,3074.9,normal,122.13,0.5,none,0.0,81.42
CNC,41.67,879.3,idle,122.57,0.5,none,0.0,81.71333333333332
CNC,52.24,2917.6,normal,122.6,0.5,none,0.0,81.73333333333333
CNC,60.59,2897.3,normal,122.92,0.5,none,0.0,81.94666666666667
CNC,62.28,2893.1,normal,123.03,0.5,none,0.0,82.02
CNC,49.33,896.4,idle,123.23,0.5,none,0.0,82.15333333333334
CNC,49.73,900.4,idle,123.47,0.5,none,0.0,82.31333333333333
CNC,41.87,852.1,idle,123.5,0.5,none,0.0,82.33333333333333
CNC,68.79,3975.8,peak,123.77,0.5,none,0.0,82.51333333333334
CNC,62.79,2834.8,normal,124.0,0.5,none,0.0,82.66666666666667
CNC,46.2,906.6,idle,124.3,0.5,none,0.0,82.86666666666666
CNC,62.76,3906.0,peak,124.37,0.5,none,0.0,82.91333333333334
CNC,54.03,3034.1,normal,124.7,0.5,none,0.0,83.13333333333334
CNC,50.06,3838.5,peak,125.05,0.5,none,0.0,83.36666666666666
CNC,45.7,855.6,idle,125.37,0.5,none,0.0,83.58
CNC,52.18,2958.4,normal,125.62,0.5,none,0.0,83.74666666666667
CNC,52.03,2859.8,normal,126.07,0.5,none,0.0,84.04666666666667
CNC,54.96,2947.4,normal,126.18,0.5,none,0.0,84.12
CNC,56.17,3031.2,normal,126.67,0.5,none,0.0,84.44666666666667
CNC,43.61,854.5,idle,127.02,0.5,none,0.0,84.67999999999999
CNC,57.72,2951.2,normal,127.48,0.5,none,0.0,84.98666666666666
CNC,41.61,856.5,idle,127.83,0.5,none,0.0,85.22
CNC,56.38,2980.1,normal,128.02,0.5,none,0.0,85.34666666666668
CNC,40.57,884.8,idle,128.37,0.5,none,0.0,85.58
CNC,48.99,898.4,idle,128.67,0.5,none,0.0,85.77999999999999
CNC,48.5,899.0,idle,128.73,0.5,none,0.0,85.82
CNC,47.62,877.6,idle,129.05,0.5,none,0.0,86.03333333333335
CNC,54.82,2805.9,normal,129.48,0.5,none,0.0,86.32
CNC,47.69,879.1,idle,129.75,0.5,none,0.0,86.5
CNC,54.32,2994.6,normal,129.9,0.5,none,0.0,86.60000000000001
CNC,46.16,893.9,idle,130.13,0.5,none,0.0,86.75333333333333
CNC,47.74,862.4,idle,130.52,0.5,none,0.0,87.01333333333334
CNC,42.43,911.0,idle,130.78,0.5,none,0.0,87.18666666666667
CNC,40.24,859.0,idle,131.13,0.5,none,0.0,87.42
CNC,49.15,860.4,idle,131.4,0.5,none,0.0,87.60000000000001
CNC,50.06,899.8,idle,131.63,0.5,none,0.0,87.75333333333333
CNC,57.16,3089.9,normal,131.97,0.5,none,0.0,87.98
CNC,47.95,858.4,idle,132.37,0.5,none,0.0,88.24666666666667
CNC,48.2,880.7,idle,132.47,0.5,none,0.0,88.31333333333333
CNC,54.91,3078.8,normal,132.75,0.5,none,0.0,88.5
CNC,45.19,910.3,idle,133.12,0.5,none,0.0,88.74666666666667
CNC,50.0,888.9,idle,133.15,0.5,none,0.0,88.76666666666667
CNC,46.36,869.1,idle,133.52,0.5,none,0.0,89.01333333333334
CNC,40.69,885.0,idle,133.92,0.5,none,0.0,89.27999999999999
CNC,61.27,2886.4,normal,134.42,0.5,none,0.0,89.61333333333333
CNC,43.62,911.8,idle,134.65,0.5,none,0.0,89.76666666666667
CNC,47.47,860.7,idle,135.03,0.5,none,0.0,90.02
CNC,41.06,919.2,idle,135.42,0.5,none,0.0,90.27999999999999
CNC,43.8,907.6,idle,135.73,0.5,none,0.0,90.48666666666666
CNC,58.54,2839.9,normal,136.22,0.5,none,0.0,90.81333333333333
CNC,60.33,3094.0,normal,136.52,0.5,none,0.0,91.01333333333334
CNC,56.25,2885.6,normal,136.65,0.5,none,0.0,91.10000000000001
CNC,52.81,2891.2,normal,137.0,0.5,none,0.0,91.33333333333333
CNC,73.49,3876.6,peak,137.37,0.5,none,0.0,91.58
CNC,59.02,2811.8,normal,137.78,0.5,none,0.0,91.85333333333334
CNC,47.31,852.0,idle,138.02,0.5,none,0.0,92.01333333333334
CNC,57.84,3033.0,normal,138.15,0.5,none,0.0,92.10000000000001
CNC,50.06,3862.2,peak,138.48,0.5,none,0.0,92.32
CNC,56.38,2941.3,normal,138.6,0.5,none,0.0,92.39999999999999
CNC,58.78,3085.7,normal,138.8,0.5,none,0.0,92.53333333333335
CNC,71.39,3864.2,peak,139.22,0.5,none,0.0,92.81333333333333
CNC,63.58,856.0,normal,139.42,0.5,none,0.0,92.94666666666666
CNC,55.71,2852.9,normal,139.53,0.5,none,0.0,93.02
CNC,45.66,907.0,idle,140.02,0.5,none,0.0,93.34666666666668
CNC,45.75,910.0,idle,140.37,0.5,none,0.0,93.58
CNC,48.1,857.7,idle,140.52,0.5,none,0.0,93.68
CNC,53.93,2903.5,normal,140.6,0.5,none,0.0,93.73333333333333
CNC,56.06,2855.0,normal,140.82,0.5,none,0.0,93.88
CNC,60.04,3064.5,normal,141.12,0.5,none,0.0,94.08
CNC,56.83,2901.2,normal,141.6,0.5,none,0.0,94.39999999999999
CNC,50.06,913.3,idle,141.8,0.5,none,0.0,94.53333333333335
CNC,42.43,913.9,idle,141.98,0.5,none,0.0,94.65333333333332
CNC,61.61,3009.2,normal,142.12,0.5,none,0.0,94.74666666666667
CNC,46.33,916.1,idle,142.62,0.5,none,0.0,95.08
CNC,60.68,3002.6,normal,142.95,0.5,none,0.0,95.3
CNC,54.28,3018.5,normal,143.23,0.5,none,0.0,95.48666666666666
CNC,57.12,3016.2,normal,143.37,0.5,none,0.0,95.58
CNC,59.05,3013.2,normal,143.7,0.5,none,0.0,95.8
CNC,41.23,907.5,idle,143.77,0.5,none,0.0,95.84666666666668
CNC,51.48,3019.0,normal,143.95,0.5,none,0.0,95.96666666666665
CNC,62.63,3028.2,normal,144.03,0.5,none,0.0,96.02
CNC,51.04,3096.7,normal,144.12,0.5,none,0.0,96.08
CNC,46.36,864.7,idle,144.47,0.5,none,0.0,96.31333333333333
CNC,41.11,897.5,idle,144.75,0.5,none,0.0,96.5
CNC,53.13,2846.8,normal,144.83,0.5,none,0.0,96.55333333333334
CNC,54.11,2911.8,normal,145.32,0.5,none,0.0,96.88
CNC,58.02,2830.8,normal,145.67,0.5,none,0.0,97.11333333333333
CNC,44.36,852.1,idle,146.07,0.5,none,0.0,97.38
CNC,63.55,3969.5,peak,146.25,0.5,none,0.0,97.5
CNC,42.68,896.6,idle,146.3,0.5,none,0.0,97.53333333333335
CNC,62.68,2979.9,normal,146.53,0.5,none,0.0,97.68666666666667
CNC,40.07,856.0,idle,146.62,0.5,none,0.0,97.74666666666667
CNC,55.13,2922.5,normal,146.93,0.5,none,0.0,97.95333333333333
CNC,46.14,853.5,idle,147.03,0.5,none,0.0,98.02
CNC,56.47,3035.2,normal,147.25,0.5,none,0.0,98.16666666666667
CNC,63.73,3088.9,normal,147.55,0.5,none,0.0,98.36666666666667
CNC,56.75,2945.7,normal,147.78,0.5,none,0.0,98.52
CNC,51.56,2841.3,normal,147.98,0.5,none,0.0,98.65333333333332
CNC,62.04,3050.2,normal,148.42,0.5,none,0.0,98.94666666666666
CNC,46.17,854.3,idle,148.62,0.5,none,0.0,99.08
CNC,41.42,866.5,idle,148.87,0.5,none,0.0,99.24666666666667
CNC,62.62,2803.4,normal,149.13,0.5,none,0.0,99.42
CNC,63.49,2861.3,normal,149.23,0.5,none,0.0,99.48666666666666
CNC,71.27,3977.6,peak,149.43,0.5,none,0.0,99.62
CNC,57.16,2955.8,normal,149.6,0.5,none,0.0,99.73333333333333
CNC,58.1,3055.7,normal,149.93,0.5,none,0.0,99.95333333333333
CNC,57.75,2877.8,normal,150.42,0.5,none,0.0,100.27999999999999
CNC,53.98,3095.7,normal,150.77,0.5,none,0.0,100.51333333333334
CNC,59.85,3811.3,peak,150.95,0.5,none,0.0,100.63333333333333
CNC,42.14,880.1,idle,151.02,0.5,none,0.0,100.68
CNC,50.93,2872.1,normal,151.22,0.5,none,0.0,100.81333333333333
CNC,45.89,870.0,idle,151.25,0.5,none,0.0,100.83333333333333
CNC,58.11,3035.8,normal,151.7,0.5,none,0.0,101.13333333333333
CNC,64.62,2910.5,normal,152.03,0.5,none,0.0,101.35333333333334
CNC,40.74,919.5,idle,152.18,0.5,none,0.0,101.45333333333333
CNC,52.85,2846.3,normal,152.68,0.5,none,0.0,101.78666666666668
CNC,64.84,2864.4,normal,152.88,0.5,none,0.0,101.92
CNC,45.11,861.6,idle,152.92,0.5,none,0.0,101.94666666666666
CNC,40.7,903.0,idle,153.22,0.5,none,0.0,102.14666666666666
CNC,44.74,909.1,idle,153.53,0.5,none,0.0,102.35333333333334
CNC,42.42,894.8,idle,153.72,0.5,none,0.0,102.48
CNC,46.2,895.4,idle,154.02,0.5,none,0.0,102.68
CNC,53.26,2827.5,normal,154.37,0.5,none,0.0,102.91333333333334
CNC,59.98,2896.8,normal,154.65,0.5,none,0.0,103.10000000000001
CNC,50.06,856.0,idle,154.8,0.5,none,0.0,103.2
CNC,42.54,873.6,idle,155.25,0.5,none,0.0,103.5
CNC,48.31,908.3,idle,155.62,0.5,none,0.0,103.74666666666667
CNC,44.1,904.9,idle,155.72,0.5,none,0.0,103.81333333333333
CNC,45.95,902.5,idle,156.13,0.5,none,0.0,104.08666666666666
CNC,46.77,892.5,idle,156.32,0.5,none,0.0,104.21333333333332
CNC,49.74,919.2,idle,156.62,0.5,none,0.0,104.41333333333334
CNC,49.46,859.4,idle,157.02,0.5,none,0.0,104.68
CNC,48.8,856.0,idle,157.43,0.5,none,0.0,104.95333333333333
CNC,45.06,878.2,idle,157.53,0.5,none,0.0,105.02
CNC,46.1,894.9,idle,158.0,0.5,none,0.0,105.33333333333333
CNC,42.64,872.9,idle,158.35,0.5,none,0.0,105.56666666666666
CNC,59.81,3050.0,normal,158.38,0.5,none,0.0,105.58666666666666
CNC,42.48,916.7,idle,158.63,0.5,none,0.0,105.75333333333333
CNC,46.38,850.4,idle,159.03,0.5,none,0.0,106.02
CNC,45.08,881.8,idle,159.35,0.5,none,0.0,106.23333333333333
CNC,42.75,874.7,idle,159.65,0.5,none,0.0,106.43333333333334
CNC,49.79,918.7,idle,159.77,0.5,none,0.0,106.51333333333334
CNC,43.56,892.6,idle,160.05,0.5,none,0.0,106.7
CNC,60.34,2868.3,normal,160.27,0.5,none,0.0,106.84666666666668
CNC,50.07,2825.9,normal,160.37,0.5,none,0.0,106.91333333333334
CNC,58.34,2829.9,normal,160.42,0.5,none,0.0,106.94666666666666
CNC,45.63,879.7,idle,160.72,0.5,none,0.0,107.14666666666666
CNC,63.73,3042.6,normal,161.13,0.5,none,0.0,107.42
CNC,51.67,2881.8,normal,161.45,0.5,none,0.0,107.63333333333333
CNC,54.46,2974.0,normal,161.5,0.5,none,0.0,107.66666666666667
CNC,64.18,3993.4,peak,161.77,0.5,none,0.0,107.84666666666668
CNC,54.9,3014.9,normal,161.88,0.5,none,0.0,107.92
CNC,53.85,2972.0,normal,162.02,0.5,none,0.0,108.01333333333334
CNC,59.76,3980.1,peak,162.15,0.5,none,0.0,108.10000000000001
CNC,72.3,4084.7,peak,162.27,0.5,none,0.0,108.18
CNC,62.49,3018.7,normal,162.47,0.5,none,0.0,108.31333333333333
CNC,60.7,3937.3,peak,162.8,0.5,none,0.0,108.53333333333335
CNC,40.86,873.2,idle,163.05,0.5,none,0.0,108.7
CNC,56.09,3069.5,normal,163.47,0.5,none,0.0,108.98
CNC,50.06,2832.4,normal,163.95,0.5,none,0.0,109.3
CNC,60.95,2937.2,normal,164.1,0.5,none,0.0,109.39999999999999
CNC,56.97,2821.2,normal,164.6,0.5,none,0.0,109.73333333333333
CNC,74.41,4030.3,peak,165.0,0.5,none,0.0,110.0
CNC,41.81,881.7,idle,165.48,0.5,none,0.0,110.32
CNC,62.84,3917.7,peak,165.8,0.5,none,0.0,110.53333333333335
CNC,53.37,2830.8,normal,165.88,0.5,none,0.0,110.58666666666666
CNC,46.75,865.8,idle,166.3,0.5,none,0.0,110.86666666666667
CNC,42.03,905.9,idle,166.42,0.5,none,0.0,110.94666666666666
CNC,55.83,2850.1,normal,166.45,0.5,none,0.0,110.96666666666665
CNC,53.58,2954.8,normal,166.62,0.5,none,0.0,111.08
CNC,61.66,2834.8,normal,166.9,0.5,none,0.0,111.26666666666667
CNC,41.99,872.9,idle,167.02,0.5,none,0.0,111.34666666666668
CNC,43.14,854.0,idle,167.5,0.5,none,0.0,111.66666666666667
CNC,58.44,2945.0,normal,167.62,0.5,none,0.0,111.74666666666667
CNC,54.07,2819.0,normal,167.73,0.5,none,0.0,111.82
CNC,62.86,3042.6,normal,168.23,0.5,none,0.0,112.15333333333332
CNC,50.06,856.0,idle,168.52,0.5,none,0.0,112.34666666666668
CNC,45.58,852.2,idle,168.92,0.5,none,0.0,112.61333333333333
CNC,70.27,3964.0,peak,169.25,0.5,none,0.0,112.83333333333333
CNC,62.53,2835.2,normal,169.55,0.5,none,0.0,113.03333333333335
CNC,47.34,862.4,idle,170.0,0.5,none,0.0,113.33333333333333
CNC,42.73,876.1,idle,170.1,0.5,none,0.0,113.39999999999999
CNC,42.32,890.2,idle,170.55,0.5,none,0.0,113.7
